Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Num_Wpixels,Num_Bpixels,Wpixels_ratio
img08.bmp,top_right,void,21,609,111.74,0.884,-1.16,0.935,0.55,42.963,20.123,27.846,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,22,380,81.355,0.638,0.049,0.925,0.646,26.475,20.381,21.996,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,23,402,80.77,0.753,0.992,0.946,0.644,28.952,19.048,22.624,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,24,495,94.77,0.75,0.725,0.957,0.61,33.086,21.903,25.105,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,25,30,23.621,0.98,-0.101,0.909,0.769,13.72,2.732,6.18,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,26,2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.596,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,27,395,80.426,0.746,1.464,0.94,0.627,28.554,19.031,22.426,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,28,373,84.184,0.843,1.23,0.93,0.573,31.271,16.825,21.793,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,29,10,8.207,0.792,-0.318,0.909,0.833,4.541,2.774,3.568,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,30,399,83.355,0.566,0.161,0.937,0.62,26.351,21.72,22.539,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,31,464,91.255,0.695,0.685,0.955,0.592,30.708,22.068,24.306,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,32,374,79.598,0.696,-0.416,0.928,0.607,27.184,19.524,21.822,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,33,401,85.598,0.747,0.03,0.928,0.588,29.619,19.676,22.596,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,34,56,34.728,0.964,-0.254,0.889,0.583,16.643,4.427,8.444,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,35,350,84.569,0.9,0.958,0.923,0.452,33.664,14.671,21.11,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,36,556,100.669,0.748,1.039,0.941,0.588,34.768,23.085,26.607,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,37,64,36.627,0.965,0.585,0.901,0.388,17.81,4.661,9.027,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,38,232,63.941,0.842,1.386,0.917,0.595,24.646,13.294,17.187,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,39,126,46.042,0.855,-1.109,0.9,0.538,18.368,9.529,12.666,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,40,17,12.864,0.957,0.759,0.895,0.405,8.847,2.557,4.652,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,41,119,50.971,0.939,1.565,0.881,0.62,22.316,7.663,12.309,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,42,261,66.527,0.751,1.401,0.932,0.627,23.547,15.55,18.23,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,43,195,64.527,0.905,1.279,0.89,0.536,25.651,10.892,15.757,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,44,123,47.249,0.872,-1.168,0.918,0.539,18.726,9.155,12.514,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,45,48,28.763,0.925,0.809,0.873,0.48,12.996,4.925,7.818,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,46,28,21.657,0.968,1.307,0.903,0.583,12.064,3.007,5.971,30,47,37759,13770,0.7327718372178773
img08.bmp,top_right,void,47,53,35.485,0.974,1.353,0.791,0.491,17.895,4.038,8.215,30,47,37759,13770,0.7327718372178773
img08.bmp,bottom_right,part,0,37166,4228.946,0.136,-0.76,0.74,0.724,279.791,277.182,217.534,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,1,174,55.042,0.827,1.248,0.935,0.637,20.973,11.797,14.884,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,2,142,53.213,0.892,-1.27,0.888,0.563,20.995,9.478,13.446,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,3,401,93.255,0.892,-1.416,0.92,0.541,35.678,16.128,22.596,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,4,259,69.456,0.816,-1.502,0.915,0.623,25.351,14.654,18.16,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,5,168,55.113,0.89,0.885,0.928,0.52,22.635,10.328,14.625,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,6,301,85.941,0.94,-1.372,0.901,0.542,35.471,12.098,19.577,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,7,399,80.426,0.505,0.499,0.939,0.614,25.45,21.961,22.539,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,8,431,84.426,0.584,0.901,0.941,0.614,27.174,22.061,23.426,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,9,338,81.355,0.802,0.231,0.921,0.583,28.7,17.149,20.745,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,10,445,94.569,0.868,-0.914,0.933,0.482,35.714,17.727,23.803,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,11,483,89.497,0.658,0.822,0.942,0.595,29.787,22.442,24.799,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,12,112,50.491,0.956,-0.492,0.882,0.431,22.693,6.635,11.942,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,13,205,78.042,0.975,0.177,0.895,0.569,35.488,7.892,16.156,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,14,299,92.527,0.964,0.204,0.895,0.521,39.914,10.587,19.511,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,15,426,96.184,0.892,-1.342,0.914,0.548,36.824,16.671,23.289,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,16,266,79.841,0.929,-1.028,0.917,0.443,32.065,11.859,18.403,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,17,673,108.326,0.748,-1.344,0.947,0.616,37.771,25.09,29.273,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,18,627,113.74,0.883,-1.1,0.921,0.533,43.557,20.459,28.255,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,19,33,21.657,0.924,-0.173,0.971,0.825,10.415,3.972,6.482,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,20,341,85.598,0.902,0.664,0.927,0.49,33.582,14.507,20.837,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,21,636,113.74,0.883,-1.121,0.927,0.535,43.736,20.522,28.457,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,22,411,81.598,0.571,-0.088,0.943,0.638,26.382,21.665,22.876,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,23,512,98.912,0.81,0.68,0.943,0.571,35.477,20.824,25.532,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,24,420,82.77,0.782,0.976,0.952,0.648,30.295,18.873,23.125,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,25,30,21.657,0.941,-0.168,0.909,0.75,10.6,3.589,6.18,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,26,22,18.692,0.91,-0.136,0.815,0.688,8.658,3.592,5.293,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,27,4,4.0,0.0,0.785,1.0,1.0,2.0,2.0,2.257,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,28,426,87.012,0.521,-0.1,0.92,0.588,26.906,22.962,23.289,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,29,371,85.841,0.87,1.189,0.932,0.535,32.582,16.083,21.734,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,30,387,81.598,0.777,1.551,0.937,0.624,29.15,18.339,22.198,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,31,449,89.598,0.765,0.741,0.935,0.594,31.322,20.168,23.91,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,32,36,24.107,0.943,-0.363,0.837,0.545,11.908,3.966,6.77,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,33,382,79.255,0.728,-0.533,0.943,0.593,27.809,19.051,22.054,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,34,402,82.184,0.653,-0.044,0.937,0.63,27.456,20.796,22.624,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,35,343,86.326,0.9,0.986,0.915,0.443,33.761,14.712,20.898,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,36,528,98.669,0.783,1.029,0.94,0.575,34.859,21.698,25.928,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,37,36,25.349,0.981,0.622,0.783,0.3,15.713,3.086,6.77,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,38,221,63.698,0.862,1.415,0.94,0.654,24.813,12.559,16.775,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,39,96,43.213,0.907,-1.141,0.897,0.513,17.677,7.454,11.056,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,40,114,51.799,0.948,1.495,0.87,0.62,22.526,7.157,12.048,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,41,234,65.734,0.836,1.515,0.929,0.619,24.427,13.39,17.261,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,42,104,42.627,0.901,-1.155,0.904,0.556,17.835,7.747,11.507,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,43,173,61.113,0.932,1.316,0.896,0.554,25.757,9.331,14.842,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,44,22,17.485,0.959,1.0,0.88,0.458,9.934,2.823,5.293,31,45,37166,14818,0.7149507540781779
img08.bmp,bottom_right,void,45,15,12.414,0.955,1.339,0.882,0.714,7.922,2.348,4.37,31,45,37166,14818,0.7149507540781779
img09.bmp,top_left,part,0,37866,4111.365,0.111,-0.751,0.751,0.735,278.515,276.802,219.573,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,1,92,44.142,0.948,-1.368,0.893,0.605,20.019,6.347,10.823,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,2,67,30.899,0.821,-1.531,0.931,0.736,12.512,7.135,9.236,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,3,201,71.941,0.956,-1.303,0.91,0.483,30.737,9.002,15.998,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,4,196,60.971,0.881,-1.497,0.929,0.653,24.096,11.409,15.797,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,5,160,55.113,0.895,0.949,0.914,0.5,22.486,10.012,14.273,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,6,179,68.491,0.957,-1.317,0.882,0.481,29.486,8.531,15.097,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,7,348,75.355,0.311,-1.518,0.93,0.659,22.636,21.514,21.05,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,8,376,78.426,0.533,1.114,0.942,0.629,24.812,20.988,21.88,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,9,349,78.941,0.74,0.308,0.936,0.594,27.176,18.278,21.08,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,10,311,83.533,0.912,-0.844,0.917,0.412,32.963,13.487,19.899,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,11,465,87.255,0.653,0.972,0.945,0.615,29.106,22.051,24.332,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,12,370,99.012,0.947,0.203,0.889,0.506,40.927,13.201,21.705,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,13,363,89.598,0.9,-1.304,0.903,0.519,34.655,15.093,21.499,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,14,252,85.32,0.966,0.205,0.89,0.51,36.581,9.45,17.912,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,15,158,61.941,0.949,-0.948,0.878,0.404,26.945,8.504,14.184,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,16,616,104.326,0.768,-1.272,0.943,0.595,36.802,23.57,28.006,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,17,612,112.326,0.88,-1.16,0.937,0.54,42.813,20.303,27.915,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,18,275,71.941,0.886,0.562,0.932,0.579,29.015,13.431,18.712,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,19,615,112.326,0.882,-1.166,0.942,0.542,42.976,20.234,27.983,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,20,192,60.627,0.901,-0.036,0.919,0.698,24.557,10.675,15.635,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,21,449,83.355,0.452,0.463,0.957,0.691,26.435,23.581,23.91,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,22,383,80.184,0.769,0.913,0.948,0.614,28.831,18.44,22.083,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,23,420,87.012,0.78,0.547,0.948,0.652,30.894,19.351,23.125,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,24,388,79.941,0.795,1.498,0.946,0.681,29.54,17.919,22.226,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,25,364,83.841,0.858,1.186,0.924,0.542,31.562,16.208,21.528,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,26,104,40.971,0.823,0.126,0.912,0.65,15.781,8.959,11.507,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,27,489,90.426,0.533,0.577,0.942,0.625,28.951,24.487,24.952,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,28,386,83.355,0.77,0.538,0.939,0.596,29.3,18.71,22.169,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,29,142,51.213,0.891,-0.2,0.91,0.615,20.756,9.442,13.446,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,30,418,83.255,0.659,-0.368,0.946,0.601,27.95,21.026,23.07,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,31,469,89.255,0.687,0.279,0.94,0.611,30.346,22.065,24.437,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,32,333,84.912,0.903,0.979,0.925,0.444,33.325,14.335,20.591,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,33,528,95.841,0.778,0.921,0.967,0.611,34.543,21.704,25.928,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,34,237,65.87,0.869,1.344,0.933,0.627,25.825,12.779,17.371,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,35,157,53.456,0.864,-1.302,0.913,0.575,20.878,10.515,14.139,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,36,115,46.763,0.925,1.498,0.913,0.653,20.383,7.744,12.101,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,37,285,70.32,0.813,1.316,0.95,0.636,26.062,15.175,19.049,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,38,202,64.698,0.92,1.243,0.902,0.536,26.701,10.437,16.037,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,39,171,53.456,0.822,-1.307,0.924,0.626,20.185,11.509,14.755,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,40,29,22.142,0.933,0.891,0.853,0.46,10.245,3.679,6.077,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,41,11,11.621,0.968,1.35,0.786,0.524,7.497,1.887,3.742,32,42,37866,14346,0.7252355780280395
img09.bmp,top_left,void,42,56,36.899,0.97,1.352,0.824,0.549,17.544,4.279,8.444,32,42,37866,14346,0.7252355780280395
img09.bmp,bottom_left,part,0,37948,4244.514,0.123,-1.036,0.747,0.73,280.024,277.904,219.811,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,1,167,54.87,0.746,1.251,0.884,0.596,19.12,12.74,14.582,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,2,152,58.627,0.92,-1.241,0.864,0.528,23.557,9.217,13.912,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,3,360,88.426,0.88,-1.316,0.914,0.526,33.459,15.874,21.409,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,4,279,75.042,0.835,-1.384,0.903,0.586,27.187,14.979,18.848,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,5,213,63.355,0.838,0.922,0.918,0.563,23.439,12.807,16.468,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,6,65,38.042,0.957,0.896,0.867,0.394,17.202,4.971,9.097,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,7,270,80.77,0.936,-1.358,0.894,0.514,33.36,11.758,18.541,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,8,400,83.012,0.41,0.099,0.922,0.593,24.796,22.619,22.568,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,9,413,84.184,0.503,0.822,0.934,0.611,25.961,22.438,22.931,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,10,46,28.971,0.959,0.562,0.885,0.426,14.494,4.131,7.653,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,11,389,84.184,0.747,0.115,0.933,0.617,28.796,19.146,22.255,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,12,362,87.29,0.878,-0.813,0.916,0.462,32.881,15.736,21.469,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,13,503,94.154,0.592,0.912,0.942,0.599,29.527,23.804,25.307,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,14,269,93.941,0.969,0.172,0.859,0.505,39.63,9.807,18.507,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,15,406,105.805,0.945,0.181,0.879,0.49,42.674,13.944,22.736,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,16,404,93.841,0.89,-1.338,0.91,0.546,35.844,16.309,22.68,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,17,212,70.77,0.936,-0.969,0.891,0.413,29.49,10.405,16.429,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,18,646,107.74,0.732,-1.35,0.938,0.592,36.706,25.002,28.679,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,19,643,115.397,0.886,-1.129,0.925,0.534,44.321,20.526,28.613,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,20,249,74.77,0.921,0.568,0.909,0.485,30.107,11.742,17.806,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,21,175,60.971,0.924,-0.123,0.875,0.663,25.025,9.551,14.927,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,22,640,116.326,0.889,-1.139,0.913,0.544,44.729,20.467,28.546,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,23,450,86.426,0.355,-0.181,0.93,0.618,25.936,24.243,23.937,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,24,385,87.77,0.851,0.538,0.908,0.558,32.321,16.983,22.14,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,25,364,78.426,0.795,0.883,0.938,0.607,28.776,17.452,21.528,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,26,84,35.728,0.78,-0.185,0.933,0.667,13.495,8.448,10.342,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,27,382,84.083,0.796,1.509,0.92,0.616,29.585,17.926,22.054,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,28,463,91.012,0.253,0.855,0.937,0.591,26.414,25.553,24.28,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,29,326,80.805,0.877,1.181,0.911,0.517,30.745,14.798,20.373,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,30,116,48.87,0.923,-0.28,0.879,0.502,20.261,7.821,12.153,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,31,335,82.426,0.839,0.634,0.903,0.56,29.514,16.052,20.653,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,32,384,82.462,0.631,-0.507,0.934,0.596,26.464,20.526,22.112,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,33,433,89.841,0.557,0.313,0.912,0.597,27.448,22.803,23.48,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,34,283,80.669,0.913,0.978,0.89,0.424,31.534,12.879,18.982,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,35,453,94.083,0.829,0.959,0.932,0.544,33.912,18.959,24.016,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,36,198,62.87,0.896,1.405,0.934,0.635,24.961,11.09,15.878,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,37,116,49.42,0.914,-1.211,0.866,0.502,20.176,8.18,12.153,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,38,93,46.799,0.949,1.412,0.853,0.554,20.302,6.413,10.882,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,39,219,65.698,0.879,1.425,0.89,0.624,25.646,12.23,16.698,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,40,137,58.284,0.948,1.306,0.878,0.498,24.51,7.832,13.207,33,41,37948,14493,0.7236322724585725
img09.bmp,bottom_left,void,41,114,46.006,0.904,-1.244,0.884,0.545,19.281,8.261,12.048,33,41,37948,14493,0.7236322724585725
img09.bmp,top_right,part,0,37195,4164.07,0.083,-1.463,0.746,0.728,276.729,275.768,217.619,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,1,107,42.314,0.864,1.467,0.922,0.699,17.049,8.597,11.672,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,2,99,43.728,0.921,-1.395,0.917,0.651,18.763,7.3,11.227,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,3,293,84.598,0.937,-1.35,0.916,0.495,34.522,12.031,19.315,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,4,200,60.799,0.845,1.556,0.935,0.641,23.053,12.311,15.958,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,5,127,47.456,0.903,0.925,0.941,0.534,20.096,8.635,12.716,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,6,246,80.527,0.957,-1.366,0.904,0.526,34.359,9.945,17.698,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,7,358,75.598,0.497,0.849,0.952,0.623,24.139,20.942,21.35,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,8,393,80.77,0.657,1.11,0.945,0.633,27.06,20.411,22.369,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,9,293,73.941,0.807,0.348,0.91,0.571,26.631,15.731,19.315,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,10,406,93.154,0.902,-0.91,0.925,0.456,36.687,15.875,22.736,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,11,433,85.255,0.693,0.863,0.943,0.595,28.936,20.855,23.48,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,12,406,95.012,0.903,-1.322,0.916,0.534,36.878,15.877,22.736,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,13,253,82.32,0.958,0.229,0.907,0.502,35.159,10.091,17.948,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,14,170,69.213,0.975,0.219,0.89,0.548,31.996,7.066,14.712,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,15,231,77.012,0.944,-1.012,0.878,0.398,31.965,10.56,17.15,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,16,56,36.385,0.971,-0.487,0.824,0.415,17.534,4.199,8.444,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,17,664,109.74,0.763,-1.372,0.943,0.593,38.229,24.717,29.076,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,18,625,112.912,0.873,-1.135,0.944,0.544,42.606,20.814,28.209,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,19,4,4.0,0.0,0.785,1.0,1.0,2.0,2.0,2.257,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,20,347,81.841,0.879,0.714,0.964,0.535,32.294,15.399,21.019,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,21,619,112.326,0.871,-1.159,0.938,0.539,42.193,20.752,28.074,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,22,382,78.77,0.599,0.145,0.948,0.643,25.833,20.686,22.054,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,23,419,83.012,0.772,1.005,0.952,0.624,30.072,19.127,23.097,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,24,506,94.426,0.775,0.723,0.946,0.602,33.958,21.472,25.382,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,25,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,26,20,15.414,0.91,-0.051,1.0,0.952,7.731,3.199,5.046,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,27,385,79.598,0.755,1.474,0.951,0.642,28.477,18.683,22.14,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,28,381,86.184,0.864,1.25,0.932,0.577,32.572,16.381,22.025,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,29,5,4.207,0.956,-1.204,0.833,0.625,4.342,1.277,2.523,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,30,401,81.941,0.567,0.259,0.948,0.646,26.389,21.73,22.596,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,31,467,89.598,0.674,0.712,0.951,0.618,29.847,22.038,24.384,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,32,379,79.841,0.76,-0.431,0.943,0.594,28.502,18.537,21.967,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,33,398,83.598,0.73,0.006,0.941,0.611,28.879,19.727,22.511,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,34,53,32.728,0.95,-0.294,0.841,0.541,14.978,4.676,8.215,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,35,346,86.569,0.888,0.991,0.911,0.432,33.347,15.359,20.989,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,36,572,101.497,0.728,1.039,0.944,0.584,34.825,23.875,26.987,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,37,52,32.627,0.967,0.643,0.881,0.364,16.487,4.199,8.137,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,38,229,65.113,0.856,1.402,0.923,0.606,25.081,12.959,17.075,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,39,122,44.87,0.845,-1.159,0.931,0.565,17.684,9.455,12.463,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,40,17,11.485,0.951,0.819,0.895,0.405,8.504,2.637,4.652,34,47,37195,14107,0.7250204670383221
img09.bmp,top_right,void,41,133,52.556,0.937,1.504,0.924,0.665,23.101,8.061,13.013,34,47,37195,14107,0.7250204670383221
