Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Num_Wpixels,Num_Bpixels,Wpixels_ratio
img02.bmp,top_left,void,22,420,82.184,0.77,0.955,0.959,0.648,30.086,19.18,23.125,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,23,448,89.77,0.799,0.536,0.947,0.597,32.778,19.723,23.883,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,24,393,87.841,0.863,1.211,0.912,0.541,33.102,16.72,22.369,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,25,424,85.012,0.783,1.483,0.944,0.642,30.662,19.079,23.235,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,26,94,39.556,0.816,0.085,0.887,0.627,15.019,8.682,10.94,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,27,502,92.669,0.525,0.524,0.94,0.598,29.155,24.814,25.282,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,28,136,51.456,0.914,-0.268,0.895,0.562,21.525,8.734,13.159,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,29,414,85.355,0.769,0.603,0.95,0.613,30.253,19.338,22.959,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,30,442,84.912,0.64,-0.429,0.942,0.589,28.446,21.863,23.723,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,31,479,90.669,0.66,0.299,0.939,0.599,30.149,22.647,24.696,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,32,364,90.811,0.909,0.973,0.926,0.412,35.669,14.899,21.528,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,33,564,99.497,0.779,0.952,0.964,0.592,35.86,22.487,26.798,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,34,246,66.284,0.871,1.395,0.932,0.651,26.649,13.11,17.698,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,35,160,53.698,0.867,-1.243,0.93,0.559,21.094,10.509,14.273,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,36,139,55.799,0.943,1.48,0.897,0.618,24.543,8.196,13.303,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,37,275,71.113,0.841,1.339,0.945,0.614,26.81,14.525,18.712,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,38,206,68.527,0.93,1.253,0.904,0.507,28.125,10.362,16.195,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,39,162,54.87,0.859,-1.266,0.9,0.551,21.122,10.812,14.362,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,40,25,19.314,0.946,0.96,0.926,0.521,9.816,3.186,5.642,4,41,36599,15385,0.7040435518621114
img02.bmp,top_left,void,41,45,31.657,0.979,1.374,0.833,0.562,17.239,3.479,7.569,4,41,36599,15385,0.7040435518621114
img02.bmp,bottom_left,part,0,36382,4305.088,0.104,-0.787,0.722,0.706,280.715,279.187,215.228,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,1,181,56.042,0.755,1.216,0.905,0.603,20.021,13.139,15.181,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,2,168,58.87,0.91,-1.231,0.918,0.538,23.854,9.911,14.625,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,3,397,90.669,0.88,-1.365,0.941,0.55,34.785,16.535,22.483,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,4,298,74.87,0.828,-1.393,0.931,0.626,27.643,15.515,19.479,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,5,229,63.355,0.849,0.902,0.935,0.548,24.574,13.003,17.075,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,6,74,38.87,0.964,0.881,0.961,0.411,18.922,5.055,9.707,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,7,301,84.184,0.93,-1.35,0.915,0.523,34.211,12.592,19.577,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,8,422,81.598,0.42,0.072,0.957,0.651,25.489,23.127,23.18,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,9,456,85.255,0.542,0.873,0.954,0.626,27.512,23.12,24.096,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,10,38,26.971,0.97,0.589,0.884,0.396,14.162,3.448,6.956,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,11,406,85.941,0.765,0.119,0.94,0.615,30.014,19.322,22.736,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,12,414,92.569,0.871,-0.841,0.937,0.461,34.746,17.042,22.959,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,13,526,92.912,0.611,0.918,0.953,0.605,30.399,24.072,25.879,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,14,296,93.906,0.969,0.16,0.908,0.53,41.341,10.15,19.413,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,15,435,107.841,0.949,0.183,0.922,0.514,44.546,14.078,23.534,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,16,47,34.763,0.982,-0.431,0.825,0.367,17.947,3.413,7.736,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,17,444,96.426,0.883,-1.336,0.929,0.556,36.794,17.262,23.776,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,18,242,75.841,0.937,-0.996,0.91,0.417,31.378,10.922,17.553,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,19,687,108.912,0.726,-1.366,0.955,0.629,37.537,25.809,29.576,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,20,667,118.569,0.888,-1.118,0.928,0.523,45.568,20.914,29.142,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,21,174,60.971,0.938,-0.153,0.916,0.669,26.043,9.015,14.884,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,22,288,78.184,0.916,0.597,0.944,0.49,31.932,12.794,19.149,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,23,680,117.74,0.889,-1.143,0.952,0.552,45.771,20.932,29.425,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,24,470,86.426,0.367,-0.378,0.963,0.646,26.677,24.82,24.463,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,25,443,91.355,0.843,0.535,0.953,0.595,34.292,18.436,23.75,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,26,409,82.184,0.784,0.899,0.951,0.629,30.154,18.721,22.82,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,27,72,32.728,0.834,-0.119,0.923,0.692,13.238,7.296,9.575,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,28,483,90.083,0.257,0.645,0.94,0.595,26.829,25.925,24.799,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,29,415,83.598,0.786,1.479,0.947,0.648,30.409,18.802,22.987,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,30,368,86.426,0.884,1.189,0.92,0.531,33.252,15.56,21.646,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,31,117,48.627,0.939,-0.269,0.914,0.557,21.402,7.355,12.205,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,32,379,82.426,0.818,0.666,0.95,0.561,30.555,17.556,21.967,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,33,403,82.184,0.627,-0.476,0.95,0.626,27.123,21.129,22.652,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,34,453,87.841,0.561,0.35,0.946,0.629,28.029,23.208,24.016,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,35,330,87.154,0.918,0.969,0.904,0.412,34.985,13.847,20.498,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,36,487,94.669,0.807,0.975,0.953,0.564,34.391,20.325,24.901,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,37,215,62.87,0.885,1.437,0.96,0.664,25.437,11.842,16.545,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,38,125,49.456,0.902,-1.191,0.906,0.521,20.009,8.651,12.616,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,39,110,48.385,0.949,1.452,0.887,0.625,21.616,6.843,11.835,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,40,240,67.113,0.876,1.391,0.927,0.612,26.859,12.951,17.481,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,41,159,59.456,0.944,1.292,0.893,0.51,25.977,8.575,14.228,5,42,36382,15602,0.6998691905201601
img02.bmp,bottom_left,void,42,124,47.456,0.899,-1.211,0.919,0.564,19.498,8.556,12.565,5,42,36382,15602,0.6998691905201601
img02.bmp,top_right,part,0,36808,4366.544,0.067,-1.19,0.737,0.721,278.233,277.617,216.484,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,1,124,46.728,0.884,1.394,0.932,0.725,19.105,8.948,12.565,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,2,112,46.349,0.92,-1.346,0.875,0.589,19.805,7.764,11.942,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,3,318,86.184,0.931,-1.365,0.911,0.523,35.242,12.855,20.122,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,4,217,64.006,0.856,-1.559,0.919,0.62,24.404,12.603,16.622,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,5,132,50.87,0.911,0.912,0.943,0.489,21.131,8.701,12.964,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,6,251,81.355,0.947,-1.365,0.893,0.498,33.169,10.691,17.877,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,7,363,76.184,0.441,0.665,0.95,0.63,23.869,21.418,21.499,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,8,386,80.669,0.649,1.08,0.941,0.574,26.817,20.396,22.169,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,9,290,74.87,0.841,0.283,0.906,0.597,27.848,15.058,19.216,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,10,407,95.983,0.902,-0.911,0.921,0.428,36.897,15.966,22.764,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,11,458,88.083,0.699,0.9,0.94,0.585,30.08,21.504,24.148,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,12,276,91.355,0.961,0.205,0.887,0.469,38.142,10.541,18.746,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,13,204,81.284,0.976,0.22,0.876,0.447,36.029,7.869,16.116,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,14,92,46.87,0.965,-0.494,0.902,0.383,21.404,5.625,10.823,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,15,421,95.598,0.896,-1.333,0.925,0.554,37.004,16.444,23.152,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,16,246,80.391,0.949,-1.027,0.898,0.378,33.451,10.575,17.698,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,17,674,109.74,0.771,-1.371,0.953,0.609,38.499,24.518,29.294,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,18,638,113.74,0.87,-1.133,0.947,0.556,42.722,21.047,28.501,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,19,30,21.071,0.944,-0.219,0.909,0.682,10.726,3.55,6.18,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,20,344,82.77,0.875,0.711,0.948,0.531,32.098,15.55,20.928,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,21,638,115.154,0.875,-1.177,0.933,0.53,43.365,21.028,28.501,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,22,388,79.355,0.552,0.077,0.946,0.653,25.582,21.325,22.226,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,23,436,84.184,0.756,0.967,0.956,0.646,30.278,19.803,23.561,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,24,515,97.841,0.75,0.672,0.94,0.573,33.751,22.305,25.607,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,25,35,27.243,0.983,-0.098,0.778,0.583,16.38,2.97,6.676,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,26,18,16.0,0.982,-0.157,0.75,0.545,11.208,2.146,4.787,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,27,406,89.012,0.866,1.236,0.931,0.559,33.769,16.89,22.736,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,28,420,84.184,0.751,1.503,0.952,0.677,29.565,19.51,23.125,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,29,18,13.864,0.805,-0.231,0.818,0.6,6.399,3.796,4.787,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,30,425,85.841,0.555,0.11,0.938,0.586,27.083,22.53,23.262,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,31,474,90.805,0.688,0.753,0.961,0.605,30.464,22.106,24.567,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,32,77,41.763,0.959,-0.26,0.875,0.579,18.866,5.349,9.901,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,33,413,83.841,0.732,-0.428,0.949,0.599,29.272,19.957,22.931,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,34,410,86.426,0.739,0.065,0.919,0.601,29.66,19.984,22.848,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,35,376,90.569,0.908,0.98,0.926,0.438,36.109,15.097,21.88,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,36,577,100.912,0.738,1.025,0.955,0.611,34.962,23.596,27.105,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,37,64,37.799,0.968,0.542,0.853,0.364,18.843,4.737,9.027,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,38,240,64.284,0.852,1.41,0.927,0.659,25.331,13.28,17.481,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,39,117,46.663,0.85,-1.155,0.907,0.513,17.832,9.407,12.205,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,40,22,10.657,0.977,0.847,0.88,0.349,11.546,2.448,5.293,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,41,136,53.385,0.942,1.522,0.907,0.654,23.706,7.945,13.159,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,42,281,69.941,0.784,1.449,0.946,0.627,25.429,15.784,18.915,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,43,205,65.32,0.918,1.274,0.891,0.505,27.258,10.808,16.156,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,44,141,50.284,0.862,-1.158,0.892,0.542,19.547,9.912,13.399,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,45,61,33.006,0.911,0.891,0.897,0.469,14.264,5.877,8.813,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,46,28,22.278,0.963,1.272,0.875,0.509,11.745,3.167,5.971,6,47,36808,14721,0.7143162102893517
img02.bmp,top_right,void,47,46,33.692,0.982,1.36,0.852,0.511,18.023,3.436,7.653,6,47,36808,14721,0.7143162102893517
img02.bmp,bottom_right,part,0,36903,4180.034,0.127,-0.903,0.738,0.723,279.169,276.892,216.763,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,1,185,56.627,0.841,1.252,0.959,0.647,22.044,11.911,15.348,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,2,157,56.042,0.883,-1.261,0.882,0.549,21.966,10.298,14.139,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,3,426,93.255,0.883,-1.426,0.94,0.575,36.123,16.928,23.289,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,4,274,70.87,0.794,-1.468,0.919,0.62,25.445,15.472,18.678,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,5,194,56.87,0.87,0.881,0.97,0.601,23.137,11.418,15.717,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,6,313,86.841,0.933,-1.38,0.915,0.515,35.154,12.685,19.963,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,7,404,80.184,0.512,0.535,0.948,0.646,25.571,21.965,22.68,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,8,437,85.255,0.582,0.919,0.946,0.623,27.324,22.228,23.588,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,9,347,79.941,0.795,0.189,0.933,0.598,28.667,17.379,21.019,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,10,451,93.74,0.859,-0.906,0.934,0.502,35.32,18.073,23.963,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,11,482,89.497,0.619,0.871,0.943,0.594,29.328,23.029,24.773,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,12,129,53.698,0.952,-0.474,0.908,0.451,23.827,7.327,12.816,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,13,228,82.491,0.972,0.19,0.867,0.5,37.039,8.687,17.038,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,14,328,96.77,0.962,0.188,0.909,0.509,41.321,11.238,20.436,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,15,417,92.184,0.891,-1.352,0.923,0.579,36.079,16.414,23.042,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,16,270,79.598,0.931,-1.038,0.928,0.45,32.546,11.907,18.541,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,17,681,111.154,0.748,-1.376,0.952,0.587,38.07,25.288,29.446,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,18,632,111.74,0.881,-1.103,0.952,0.551,43.269,20.501,28.367,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,19,32,21.864,0.947,-0.183,0.914,0.727,11.21,3.589,6.383,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,20,333,83.255,0.911,0.644,0.935,0.478,33.678,13.863,20.591,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,21,644,114.083,0.884,-1.121,0.939,0.561,44.159,20.622,28.635,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,22,404,82.426,0.546,-0.225,0.929,0.601,26.286,22.015,22.68,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,23,492,95.012,0.81,0.639,0.943,0.588,34.811,20.42,25.029,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,24,409,81.941,0.777,0.96,0.949,0.655,29.913,18.831,22.82,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,25,34,24.828,0.961,-0.07,0.895,0.773,12.781,3.544,6.58,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,26,29,20.45,0.946,-0.14,0.853,0.659,10.962,3.542,6.077,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,27,394,81.598,0.783,1.505,0.934,0.635,29.703,18.475,22.398,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,28,414,82.184,0.436,-0.119,0.947,0.639,25.447,22.9,22.959,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,29,366,85.012,0.881,1.206,0.936,0.555,32.933,15.562,21.587,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,30,428,87.012,0.777,0.742,0.943,0.587,30.996,19.498,23.344,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,31,34,25.899,0.96,-0.347,0.81,0.472,12.848,3.617,6.58,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,32,370,78.426,0.719,-0.543,0.939,0.596,27.419,19.058,21.705,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,33,400,81.841,0.597,-0.048,0.932,0.6,26.73,21.445,22.568,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,34,335,84.326,0.906,0.998,0.928,0.45,33.79,14.297,20.653,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,35,514,94.669,0.789,1.061,0.961,0.605,34.373,21.138,25.582,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,36,40,29.213,0.977,0.639,0.851,0.333,15.6,3.316,7.136,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,37,200,61.456,0.891,1.451,0.939,0.641,25.099,11.381,15.958,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,38,83,40.627,0.927,-1.108,0.883,0.488,17.325,6.519,10.28,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,39,117,50.142,0.951,1.478,0.929,0.727,22.459,6.935,12.205,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,40,228,63.698,0.856,1.422,0.938,0.626,25.15,13.009,17.038,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,41,89,41.456,0.915,-1.171,0.908,0.476,17.407,7.008,10.645,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,42,169,59.456,0.929,1.35,0.923,0.591,24.955,9.214,14.669,7,43,36903,15081,0.7098915050784856
img02.bmp,bottom_right,void,43,15,15.071,0.963,1.018,0.833,0.429,8.331,2.231,4.37,7,43,36903,15081,0.7098915050784856
img03.bmp,top_left,part,0,37697,4124.72,0.123,-1.276,0.753,0.735,277.368,275.259,219.083,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,1,92,43.556,0.927,-1.377,0.893,0.605,18.417,6.91,10.823,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,2,77,32.971,0.818,-1.538,0.939,0.688,13.385,7.702,9.901,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,3,222,77.355,0.956,-1.313,0.877,0.466,32.793,9.577,16.812,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,4,194,61.627,0.894,-1.523,0.915,0.647,24.568,11.027,15.717,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,5,149,52.284,0.882,0.945,0.943,0.523,20.917,9.869,13.774,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,6,193,72.698,0.954,-1.335,0.881,0.464,30.189,9.065,15.676,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,7,351,76.426,0.293,0.94,0.926,0.61,22.876,21.873,21.14,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,8,379,77.012,0.547,1.222,0.955,0.634,24.921,20.855,21.967,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,9,323,77.113,0.742,0.235,0.915,0.598,26.329,17.663,20.279,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,10,331,85.154,0.908,-0.862,0.927,0.439,33.558,14.046,20.529,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,11,444,86.083,0.7,0.947,0.951,0.589,29.506,21.084,23.776,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,12,331,95.012,0.953,0.203,0.899,0.493,39.724,12.087,20.529,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,13,377,91.977,0.91,-1.316,0.898,0.536,36.374,15.086,21.909,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,14,228,81.113,0.968,0.183,0.884,0.528,35.55,8.979,17.038,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,15,173,65.355,0.951,-0.962,0.911,0.407,27.819,8.611,14.842,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,16,630,106.326,0.776,-1.306,0.945,0.598,37.687,23.754,28.322,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,17,601,111.154,0.877,-1.164,0.935,0.543,42.148,20.218,27.663,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,18,295,76.184,0.881,0.624,0.946,0.54,29.767,14.079,19.381,8,43,37697,14059,0.728359996908571
img03.bmp,top_left,void,19,616,114.326,0.887,-1.181,0.926,0.531,43.741,20.216,28.006,8,43,37697,14059,0.728359996908571
